Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Record Type,Longitude,Latitude,Primary NAICS Description,Primary SIC Description
Ortho Med Group Of Riverside,Abrham,Argun,6800 Brockton Ave # 2,Riverside,CA,92506,Verified,-117.396132,33.949733,Offices Of All Other Misc Health Practitioners,Psychologists
Pacific Biobehavioral Group,,,2516 Samaritan Dr # G,San Jose,CA,95124,Verified,-121.950856,37.251717,Offices Of All Other Misc Health Practitioners,Psychologists
Pacific Psychological Assoc,Constance,Brunig,4036 3rd Ave,San Diego,CA,92103,Verified,-117.163104,32.750635,Offices Of All Other Misc Health Practitioners,Psychologists
Pacific Psychological Assoc,David B,Wexler,4036 3rd Ave,San Diego,CA,92103,Verified,-117.163104,32.750635,Offices Of All Other Misc Health Practitioners,Psychologists
Palomar Pomerado Behavioral,Karen,Sommerfeld,125 Vallecitos DE Oro # A,San Marcos,CA,92069,Verified,-117.180345,33.140689,Offices Of All Other Misc Health Practitioners,Psychologists
Paul Depompo Psy D Assoc A Pro,Paul,Depompo,4667 Macarthur Blvd # 320,Newport Beach,CA,92660,Verified,-117.864886,33.670861,Offices Of All Other Misc Health Practitioners,Psychologists
PCSD,,,4542 Ruffner St # 200,San Diego,CA,92111,Verified,-117.157693,32.823057,Offices Of All Other Misc Health Practitioners,Psychologists
Pert Inc,Christina L,Delano,1094 Cudahy Pl # 314,San Diego,CA,92110,Verified,-117.201327,32.767501,Offices Of All Other Misc Health Practitioners,Psychologists
Piciucco Luigi Phd Qme,Luigi,Piciucco,9700 Business Park Dr # 207,Sacramento,CA,95827,Verified,-121.33442,38.568649,Offices Of All Other Misc Health Practitioners,Psychologists
"Pockros, Ann W Phd",Ann W,Pockros,4180 LA Jolla Village Dr,La Jolla,CA,92037,Verified,-117.216807,32.872563,Offices Of All Other Misc Health Practitioners,Psychologists
"Ponce, Francisco Q Phd",Francisco Q,Ponce,1150 Main St # 9,Watsonville,CA,95076,Verified,-121.769409,36.917015,Offices Of All Other Misc Health Practitioners,Psychologists
Psych Strategies,Judy,House,25 Western Ave,Petaluma,CA,94952,Verified,-122.640909,38.233681,Offices Of All Other Misc Health Practitioners,Psychologists
Psychiatric Centers-San Diego,Robin,Alldis,9850 Genesee Ave # 970,La Jolla,CA,92037,Verified,-117.226168,32.882983,Offices Of All Other Misc Health Practitioners,Psychologists
Psychiatric Medical Group,Helen,Schorr,3425 Coffee Rd # A2,Modesto,CA,95355,Verified,-120.976589,37.687686,Offices Of All Other Misc Health Practitioners,Psychologists
Psychiatric Office Mangement,,,8772 Cuyamaca St,Santee,CA,92071,Verified,-116.984647,32.835251,Offices Of All Other Misc Health Practitioners,Psychologists
Psychiatry Consultation Assoc,Yuval,Estrov,4225 Executive Sq # 1130,La Jolla,CA,92037,Verified,-117.215675,32.873811,Offices Of All Other Misc Health Practitioners,Psychologists
Psychological Consultants,Thomas,O'Shea,741 Garden View Ct # 105,Encinitas,CA,92024,Verified,-117.260581,33.059676,Offices Of All Other Misc Health Practitioners,Psychologists
Psychological Service,Gloria M,Shurman,9834 Genesee Ave # 427,La Jolla,CA,92037,Verified,-117.225846,32.884186,Offices Of All Other Misc Health Practitioners,Psychologists
Psychotherapy Institute Inc,Linda,Webster,509 W 10th St,Antioch,CA,94509,Verified,-121.813066,38.010836,Offices Of All Other Misc Health Practitioners,Psychologists
"Pugh, James M Phd",James M,Pugh,2030 E 4th St # 231c,Santa Ana,CA,92705,Verified,-117.837745,33.747553,Offices Of All Other Misc Health Practitioners,Psychologists
Rachel Negar Partiali Ph D,,,2730 Wilshire Blvd # 630,Santa Monica,CA,90403,Verified,-118.475435,34.036837,Offices Of All Other Misc Health Practitioners,Psychologists
"Robbins, S Tara Phd",S Tara,Robbins,301 LA Canada St,La Jolla,CA,92037,Verified,-117.273604,32.81956,Offices Of All Other Misc Health Practitioners,Psychologists
Roybal Family Mental Health,Steven,Hendrickson,4701 E Cesar E Chavez Ave,Los Angeles,CA,90022,Verified,-118.16418,34.040899,Offices Of All Other Misc Health Practitioners,Psychologists
"Rudenberg, Murray",Murray,Rudenberg,2423 Camino Del Rio S # 106,San Diego,CA,92108,Verified,-117.138292,32.76809,Offices Of All Other Misc Health Practitioners,Psychologists
San Diego Psychological Ctr,Pezeshk,Banafsheh,15525 Pomerado Rd # B3,Poway,CA,92064,Verified,-117.057195,32.995007,Offices Of All Other Misc Health Practitioners,Psychologists
San Fernando Valley Counseling,Carol,Bronow,8350 Reseda Blvd,Northridge,CA,91324,Verified,-118.535418,34.222344,Offices Of All Other Misc Health Practitioners,Psychologists
San Francisco Institute,Stephen D,Karr,3702 Sacramento St # 1,San Francisco,CA,94118,Verified,-122.453635,37.787381,Offices Of All Other Misc Health Practitioners,Psychologists
San Francisco Stress & Anxiety,Jonathan,Horowitz,55 New Montgomery St # 512,San Francisco,CA,94105,Verified,-122.401131,37.788109,Offices Of All Other Misc Health Practitioners,Psychologists
San Francisco Stress & Anxiety,,,1190 Lincoln Ave # 7,San Jose,CA,95125,Verified,-121.899628,37.307145,Offices Of All Other Misc Health Practitioners,Psychologists
Santa Rosa Ctr For Cognitive,,,613 College Ave,Santa Rosa,CA,95404,Verified,-122.715455,38.445907,Offices Of All Other Misc Health Practitioners,Psychologists
"Schmidt, Jeffrey Phd",Jeffrey,Schmidt,3405 Kenyon St,San Diego,CA,92110,Verified,-117.213843,32.748082,Offices Of All Other Misc Health Practitioners,Psychologists
Sleepwise Sleep & Behavioral,Nicole S,Walters,1801 E Tahquitz Canyon Way # 2,Palm Springs,CA,92262,Verified,-116.526568,33.822132,Offices Of All Other Misc Health Practitioners,Psychologists
Southern Ca Neuro Psychology,Michelle,Conover,21031 Ventura Blvd # 704,Woodland Hills,CA,91364,Verified,-118.591751,34.167251,Offices Of All Other Misc Health Practitioners,Psychologists
"Spielberg, Gil Phd",Gil,Spielberg,7816 Ivanhoe Ave # 13,La Jolla,CA,92037,Verified,-117.272047,32.845956,Offices Of All Other Misc Health Practitioners,Psychologists
Stephanie Moore Psychiatry,Stephanie,Moore,801 N Tustin Ave # 505,Santa Ana,CA,92705,Verified,-117.833075,33.752206,Offices Of All Other Misc Health Practitioners,Psychologists
"Sterling, Dianne",Dianne,Sterling,111 Chesterfield Dr # 121,Cardiff By The Sea,CA,92007,Verified,-117.280916,33.019602,Offices Of All Other Misc Health Practitioners,Psychologists
"Stott, Shauna Phd",Shauna,Stott,220 Country Club Gate Ctr # 16,Pacific Grove,CA,93950,Verified,-121.925766,36.60787,Offices Of All Other Misc Health Practitioners,Psychologists
"Studden, Kathi",Kathi,Studden,25115 Avenue Stanford # 120,Santa Clarita,CA,91355,Verified,-118.575965,34.436853,Offices Of All Other Misc Health Practitioners,Psychologists
Sullivan Center For Children,David A,Fox,3443 W Shaw Ave,Fresno,CA,93711,Verified,-119.854393,36.805341,Offices Of All Other Misc Health Practitioners,Psychologists
Sullivan Center For Children,Laurie,Rabens,3443 W Shaw Ave,Fresno,CA,93711,Verified,-119.854393,36.805341,Offices Of All Other Misc Health Practitioners,Psychologists
Sullivan Center For Children,Mark,Barnes,3443 W Shaw Ave,Fresno,CA,93711,Verified,-119.854393,36.805341,Offices Of All Other Misc Health Practitioners,Psychologists
Sunny Place Of Stockton,Espie,Vierra,807 W Swain Rd,Stockton,CA,95207,Verified,-121.320557,38.004492,Offices Of All Other Misc Health Practitioners,Psychologists
"Taubold, Scott Phd",Scott,Taubold,347 Cypress St,Fort Bragg,CA,95437,Verified,-123.802656,39.43288,Offices Of All Other Misc Health Practitioners,Psychologists
Teri Cortland Psy D,Teri,Cortland,77935 Calle Tampico # 204,La Quinta,CA,92253,Verified,-116.30479,33.677738,Offices Of All Other Misc Health Practitioners,Psychologists
"Thomas, Veronica A",Veronica A,Thomas,17662 Irvine Blvd # 11,Tustin,CA,92780,Verified,-117.824097,33.748073,Offices Of All Other Misc Health Practitioners,Psychologists
Three Rivers Mindfulness,,,418 Alhambra Blvd # B,Sacramento,CA,95816,Verified,-121.46298,38.578786,Offices Of All Other Misc Health Practitioners,Psychologists
"Tufenkjian, Sylvia A Phd",Sylvia A,Tufenkjian,2542 Turner Rd,Ceres,CA,95307,Verified,-120.949031,37.561773,Offices Of All Other Misc Health Practitioners,Psychologists
U C Berkeley Psychology Clinic,,,2205 Tolman Hall,Berkeley,CA,94720,Verified,-122.260288,37.868587,Offices Of All Other Misc Health Practitioners,Psychologists
University Psychological Assoc,,,425 University Ave # 1,Sacramento,CA,95825,Verified,-121.418483,38.570391,Offices Of All Other Misc Health Practitioners,Psychologists
UPAC Counseling & Treatment,Dixie L,Galapon,5348 University Ave # 101,San Diego,CA,92105,Verified,-117.080755,32.74958,Offices Of All Other Misc Health Practitioners,Psychologists
Valencia Counseling Assoc,Lisa,Dyck,28494 Westinghouse Pl # 214,Valencia,CA,91355,Verified,-118.598688,34.442825,Offices Of All Other Misc Health Practitioners,Psychologists
Valley Coordinated Children's,Melanie A,Leland,19231 Victory Blvd # 110,Reseda,CA,91335,Verified,-118.5525,34.187232,Offices Of All Other Misc Health Practitioners,Psychologists
Veterans Counseling Clinic,Allenm,Middleton,4126 S Demaree St # B,Visalia,CA,93277,Verified,-119.330411,36.293502,Offices Of All Other Misc Health Practitioners,Psychologists
Virtual Reality Medical Ctr,Mark,Williams,6540 Lusk Blvd # C115,San Diego,CA,92121,Verified,-117.201848,32.901189,Offices Of All Other Misc Health Practitioners,Psychologists
"Weinstein, Elliot Phd",Elliot,Weinstein,2900 4th Ave # 200,San Diego,CA,92103,Verified,-117.161302,32.73566,Offices Of All Other Misc Health Practitioners,Psychologists
West End Family Counseling Svc,Luvina,Beckley,855 N Euclid Ave,Ontario,CA,91762,Verified,-117.651674,34.074068,Offices Of All Other Misc Health Practitioners,Psychologists
Achieve Tms Ctr,,,4510 Executive Dr # 115,San Diego,CA,92121,Verified,-117.210896,32.875837,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Adult Psychiatry,Kim,Hudson,5755 Cottle Rd # 4,San Jose,CA,95123,Verified,-121.804943,37.247209,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Arjun C Reyes MD & Assoc,Arjun,Reyes,893 Patriot Dr # A,Moorpark,CA,93021,Verified,-118.863003,34.27907,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Beber Jorge H M D,Jorge H,Beber,3449 S Demaree St # B,Visalia,CA,93277,Verified,-119.332301,36.298729,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Behavioral Health Svc,Jerry R,Ainsworth,576 Hartnell St # 300,Monterey,CA,93940,Verified,-121.896047,36.59523,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Betterpsychiatry,,,933 S Sunset Ave # 305,West Covina,CA,91790,Verified,-117.942656,34.064785,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Ethan G Harris Inc,,,1624 Starr Dr # 1,Yuba City,CA,95993,Verified,-121.645225,39.143114,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
"Fein, Deborah MD",Deborah,Fein,12057 Jefferson Blvd,Culver City,CA,90230,Verified,-118.406579,33.982937,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Forensic Psychiatry Clinic,David,Naimark,220 W Broadway # 1003,San Diego,CA,92101,Verified,-117.165038,32.71613,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Hillcrest-140 Arbor Drive,Louisa,Steiger,140 Arbor Dr,San Diego,CA,92103,Verified,-117.163636,32.754241,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Hillcrest-Uc San Diego Med Ctr,Sanjaya,Saxena,200 W Arbor Dr # 92103,San Diego,CA,92103,Verified,-117.165928,32.754188,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Humboldt Cnty Alcohol & Drug,Asha,George,720 Wood St,Eureka,CA,95501,Verified,-124.160799,40.78082,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Mental Behavioral Hlth,Daniel R,Bennett,18040 Sherman Way,Reseda,CA,91335,Verified,-118.526708,34.200101,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Mental Behavioral Hlth,Susan,Wallace,18040 Sherman Way,Reseda,CA,91335,Verified,-118.526708,34.200101,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Mental Behavioral Hlth,Nolan H,Thompson,18040 Sherman Way,Reseda,CA,91335,Verified,-118.526708,34.200101,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Mental Behavioral Hlth,Nima,Akhavan,18040 Sherman Way,Reseda,CA,91335,Verified,-118.526708,34.200101,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Mental Behavioral Hlth,Mary,Igo,18040 Sherman Way,Reseda,CA,91335,Verified,-118.526708,34.200101,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Mental Behavioral Hlth,Saba,Notghi,18040 Sherman Way # 3,Reseda,CA,91335,Verified,-118.526708,34.200101,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente 4700 Sunset,David G,Reynolds,4700 W Sunset Blvd,Los Angeles,CA,90027,Verified,-118.291815,34.098129,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente 4700 Sunset,Vy V,Doan,4700 W Sunset Blvd,Los Angeles,CA,90027,Verified,-118.291815,34.098129,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente 4700 Sunset,Paul Edward,Hartman,4700 W Sunset Blvd,Los Angeles,CA,90027,Verified,-118.291815,34.098129,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente 4700 Sunset,Adrian D,Mirea,4700 W Sunset Blvd,Los Angeles,CA,90027,Verified,-118.291815,34.098129,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente 4700 Sunset,Ann E,Mcintosh,4700 W Sunset Blvd,Los Angeles,CA,90027,Verified,-118.291815,34.098129,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente 4700 Sunset,Stephanie,Shaner,4700 W Sunset Blvd # 1st,Los Angeles,CA,90027,Verified,-118.291815,34.098129,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente 4700 Sunset,Francesca,Staiti,4700 W Sunset Blvd # 6,Los Angeles,CA,90027,Verified,-118.291815,34.098129,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente 4700 Sunset,Paul M,Riskin,4700 W Sunset Blvd # 6,Los Angeles,CA,90027,Verified,-118.291815,34.098129,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente 4700 Sunset,Rhiana R,Roque,4700 W Sunset Blvd # 6,Los Angeles,CA,90027,Verified,-118.291815,34.098129,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente 4700 Sunset,Loretta,Howitt,4700 W Sunset Blvd # 6,Los Angeles,CA,90027,Verified,-118.291815,34.098129,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente 4700 Sunset,Sara M,Bobak,4700 W Sunset Blvd # 6th,Los Angeles,CA,90027,Verified,-118.291815,34.098129,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente A Orchard,Rhoda K,Hahn,9449 Imperial Hwy # 206,Downey,CA,90242,Verified,-118.12656,33.917115,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente A Orchard,Anthony S,Tan,9449 Imperial Hwy # 206,Downey,CA,90242,Verified,-118.12656,33.917115,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente Behavioral,Syed T,Rizvi,27201 Tourney Rd # 110,Valencia,CA,91355,Verified,-118.577371,34.416997,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente Behavioral,Scott M,Steiglitz,27201 Tourney Rd # 110,Valencia,CA,91355,Verified,-118.577371,34.416997,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente Clinic,Matthew,Becker,3420 Kenyon St # 2,San Diego,CA,92110,Verified,-117.213575,32.749326,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente Clinic,Eduardo,Lopez-Gibson,3420 Kenyon St # 2,San Diego,CA,92110,Verified,-117.213575,32.749326,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente Clinic,Elaine M,Yoshimoto,3420 Kenyon St # 2,San Diego,CA,92110,Verified,-117.213575,32.749326,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente Clinic,Vanessa,Greenwood,3420 Kenyon St # 2,San Diego,CA,92110,Verified,-117.213575,32.749326,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente Harbor,Nicole S,Sahl,3601 S Harbor Blvd # 100,Santa Ana,CA,92704,Verified,-117.91886,33.698452,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente Lomita Med,Amy K,Walston,2081 Palos Verdes Dr N,Lomita,CA,90717,Verified,-118.316403,33.775988,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente Lomita Med,,,2081 Palos Verdes Dr N,Lomita,CA,90717,Verified,-118.316403,33.775988,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente Med Ctr,Kyra,Samson,4660 Palm Ave # A-2,San Diego,CA,92154,Verified,-117.034018,32.585909,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente Med Ctr,James W,Gaudet,4660 Palm Ave # B-2,San Diego,CA,92154,Verified,-117.034018,32.585909,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente Mental,Wendell M,Hino,765 W College St,Los Angeles,CA,90012,Verified,-118.243319,34.066829,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente Mental,Nathalie M,Maullin,765 W College St,Los Angeles,CA,90012,Verified,-118.243319,34.066829,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
Kaiser Permanente Mental,Sally Lynn,Freitas,765 W College St,Los Angeles,CA,90012,Verified,-118.243319,34.066829,Offices Of Mental Health Physicians,Psychiatry-Adult Child & Adolescent
